date,New_Cases,New_Recovered,New_Deaths,Province,Population
2020-12-15,50,62,0,Jambi,3493357
2020-12-17,50,15,0,Kepulauan Bangka Belitung,1379767
2020-12-23,50,5,0,Kepulauan Bangka Belitung,1379767
2020-12-23,50,0,2,Gorontalo,1180651
2021-01-02,50,120,0,Kalimantan Utara,648407
2021-01-04,50,45,3,Kepulauan Bangka Belitung,1379767
2021-01-14,50,8,1,Papua,4340348
2021-01-21,50,0,0,Bengkulu,1999539
2021-01-26,50,33,0,Nusa Tenggara Barat,5270247
2021-02-01,50,10,3,Kepulauan Riau,1929400
2021-02-04,50,83,0,Kalimantan Tengah,2570289
2021-02-05,50,35,1,Kalimantan Utara,648407
2021-02-16,50,89,0,Kalimantan Tengah,2570289
2021-02-19,50,41,0,Sumatera Selatan,8217551
2021-02-21,50,6,0,Nusa Tenggara Barat,5270247
2021-03-01,50,23,1,Nusa Tenggara Barat,5270247
2021-03-02,50,74,8,Lampung,9095591
2021-03-03,50,73,0,Sumatera Selatan,8217551
2021-03-05,50,81,0,Kepulauan Bangka Belitung,1379767
2021-03-09,50,44,0,Kalimantan Barat,5422814
2021-03-17,50,32,0,Kepulauan Bangka Belitung,1379767
2021-03-29,50,11,1,Papua,4340348
2021-04-08,50,27,0,Jambi,3493357
2021-04-09,50,28,0,Jambi,3493357
2021-04-18,50,249,0,Banten,10722374
2021-04-20,50,31,0,Bengkulu,1999539
2021-04-23,50,21,0,Kepulauan Riau,1929400
2021-05-04,50,63,3,Jambi,3493357
2021-05-06,50,45,1,Bengkulu,1999539
2021-05-12,50,51,0,Bengkulu,1999539
2021-05-18,50,50,1,Nusa Tenggara Barat,5270247
2021-05-18,50,90,2,Nusa Tenggara Timur,5411321
2021-05-22,50,83,5,Bali,4216171
2021-05-23,50,119,2,Nusa Tenggara Timur,5411321
2021-06-02,50,24,0,Sulawesi Selatan,9426885
2021-06-12,50,43,3,Nusa Tenggara Timur,5411321
2021-06-20,50,1,0,Sulawesi Selatan,9426885
2021-06-28,50,55,3,Sulawesi Tengah,2955567
2021-08-28,50,39,3,Gorontalo,1180651
2021-09-02,50,131,0,Papua Barat,1140701
2021-09-06,50,113,6,Nusa Tenggara Barat,5270247
2021-09-14,50,71,0,Sulawesi Utara,2641884
2021-09-15,50,91,2,Nusa Tenggara Barat,5270247
2021-09-17,50,64,3,Nusa Tenggara Barat,5270247
2021-09-20,50,203,1,Kalimantan Selatan,4023049
2021-09-24,50,71,4,Kalimantan Tengah,2570289
2021-09-30,50,76,1,Sumatera Barat,5519245
2021-10-01,50,117,1,Riau,6074100
2021-10-03,50,22,0,Banten,10722374
2021-10-03,50,52,0,Kalimantan Barat,5422814
2021-10-05,50,114,2,Daerah Istimewa Yogyakarta,3631015
2021-10-06,50,80,0,Riau,6074100
2021-10-09,50,76,0,Sumatera Utara,14874889
2021-10-12,50,49,1,Kalimantan Timur,3552191
2021-10-16,50,33,0,Kalimantan Barat,5422814
2021-10-24,50,48,0,Kalimantan Barat,5422814
2021-11-13,50,67,2,Jawa Barat,45161325
2021-12-28,50,0,0,Kepulauan Riau,1929400
2022-01-19,50,21,2,Jawa Timur,40479023
2022-01-30,50,0,0,Kalimantan Selatan,4023049
2022-02-01,50,10,0,Sulawesi Selatan,9426885
2022-02-02,50,0,0,Papua,4340348
2022-03-05,50,246,0,Nusa Tenggara Barat,5270247
2022-03-12,50,0,0,Papua,4340348
2022-03-13,50,75,4,Aceh,5247257
2022-03-15,50,153,0,Papua Barat,1140701
2022-03-22,50,166,5,Jambi,3493357
2022-03-28,50,113,0,Bali,4216171
2022-08-05,50,196,0,Daerah Istimewa Yogyakarta,3631015
2022-08-16,50,0,0,Papua,4340348
2022-08-19,50,41,2,Riau,6074100
2022-08-23,50,49,0,Kalimantan Timur,3552191
2022-08-25,50,83,0,Daerah Istimewa Yogyakarta,3631015
2022-09-15,50,5,0,Sumatera Utara,14874889
2020-05-05,51,22,0,Jawa Tengah,36364072
2020-05-09,51,6,0,Sumatera Selatan,8217551
2020-06-28,51,17,1,Sumatera Selatan,8217551
2020-07-14,51,19,4,Sumatera Selatan,8217551
2020-08-16,51,102,2,Sumatera Utara,14874889
2020-09-03,51,17,0,Maluku,1847097
2020-09-03,51,85,1,Kalimantan Tengah,2570289
2020-09-06,51,0,1,Kalimantan Tengah,2570289
2020-09-15,51,12,0,Papua Barat,1140701
2020-09-15,51,84,3,Kalimantan Timur,3552191
2020-09-28,51,51,2,Sumatera Selatan,8217551
2020-10-08,51,9,1,Daerah Istimewa Yogyakarta,3631015
2020-10-13,51,105,1,Aceh,5247257
2020-10-17,51,23,0,Sulawesi Tengah,2955567
2020-10-23,51,55,2,Kalimantan Tengah,2570289
2020-11-05,51,80,0,Banten,10722374
2020-11-10,51,38,1,Sumatera Selatan,8217551
2020-11-11,51,0,1,Aceh,5247257
2020-11-14,51,91,1,Kalimantan Selatan,4023049
2020-11-14,51,23,1,Daerah Istimewa Yogyakarta,3631015
2020-11-24,51,30,0,Kalimantan Tengah,2570289
2020-12-02,51,26,3,Sumatera Selatan,8217551
2020-12-13,51,32,1,Bengkulu,1999539
2020-12-19,51,64,1,Bengkulu,1999539
2020-12-26,51,200,0,Papua,4340348
2021-01-05,51,88,3,Kepulauan Bangka Belitung,1379767
2021-01-08,51,85,0,Nusa Tenggara Timur,5411321
2021-01-10,51,66,5,Sumatera Selatan,8217551
2021-01-13,51,70,0,Bengkulu,1999539
2021-01-14,51,62,1,Kepulauan Riau,1929400
2021-01-15,51,39,0,Jambi,3493357
2021-02-09,51,171,0,Sumatera Barat,5519245
2021-02-09,51,32,4,Kepulauan Riau,1929400
2021-02-15,51,102,1,Sumatera Selatan,8217551
2021-02-22,51,94,2,Riau,6074100
2021-02-25,51,22,0,Papua,4340348
2021-03-13,51,23,1,Gorontalo,1180651
2021-03-18,51,46,0,Kalimantan Barat,5422814
2021-03-24,51,34,3,Lampung,9095591
2021-03-24,51,59,3,Sumatera Selatan,8217551
2021-03-25,51,63,1,Lampung,9095591
2021-03-30,51,71,5,Lampung,9095591
2021-04-05,51,110,4,Sumatera Barat,5519245
2021-04-14,51,32,0,Jambi,3493357
2021-04-29,51,18,1,Sulawesi Tengah,2955567
2021-05-25,51,3,0,Sulawesi Selatan,9426885
2021-06-04,51,75,3,Bali,4216171
2021-06-27,51,17,1,Maluku,1847097
2021-07-21,51,36,4,Aceh,5247257
2021-07-26,51,262,0,Maluku,1847097
2021-08-02,51,173,3,Maluku,1847097
2021-08-14,51,30,0,Maluku Utara,1307803
2021-08-28,51,202,1,Bengkulu,1999539
2021-09-03,51,130,2,Bengkulu,1999539
2021-09-24,51,146,1,Kepulauan Bangka Belitung,1379767
2021-09-26,51,34,2,Lampung,9095591
2021-09-26,51,131,5,Kepulauan Bangka Belitung,1379767
2021-09-29,51,70,1,Sulawesi Selatan,9426885
2021-10-26,51,72,7,Jawa Timur,40479023
2021-11-06,51,40,3,Jawa Tengah,36364072
2021-11-28,51,52,0,DKI Jakarta,10846145
2021-12-17,51,45,0,Jawa Barat,45161325
2022-01-04,51,0,0,Kepulauan Riau,1929400
2022-02-05,51,22,1,Sulawesi Utara,2641884
2022-02-07,51,2,0,Kepulauan Riau,1929400
2022-02-10,51,5,1,Sulawesi Tengah,2955567
2022-02-11,51,4,1,Bengkulu,1999539
2022-02-14,51,26,0,Jambi,3493357
2022-02-20,51,6,1,Sulawesi Barat,1559984
2022-03-01,51,109,2,Maluku Utara,1307803
2022-03-20,51,153,1,Jambi,3493357
2022-03-25,51,223,4,Kepulauan Bangka Belitung,1379767
2022-03-28,51,0,0,Papua,4340348
2022-03-29,51,94,1,Kepulauan Bangka Belitung,1379767
2022-03-30,51,104,3,Riau,6074100
2022-03-31,51,56,1,Bali,4216171
2022-03-31,51,89,1,Sumatera Utara,14874889
2022-04-01,51,93,1,Bali,4216171
2022-05-10,51,14,0,Banten,10722374
2022-06-22,51,32,0,Bali,4216171
2022-06-26,51,22,0,Bali,4216171
2022-07-20,51,19,2,Kalimantan Selatan,4023049
2022-07-27,51,12,0,Sumatera Selatan,8217551
2022-07-27,51,32,0,Sumatera Utara,14874889
2022-09-01,51,52,2,Kalimantan Timur,3552191
2020-03-29,52,0,10,DKI Jakarta,10846145
2020-04-13,52,6,3,Jawa Timur,40479023
2020-04-25,52,11,2,Jawa Tengah,36364072
2020-05-17,52,50,3,Jawa Barat,45161325
2020-06-05,52,0,3,Nusa Tenggara Barat,5270247
2020-07-05,52,12,2,Bali,4216171
2020-07-20,52,99,6,Kalimantan Selatan,4023049
2020-07-25,52,24,3,Sumatera Utara,14874889
2020-08-08,52,71,2,Sumatera Selatan,8217551
2020-08-26,52,22,2,Papua Barat,1140701
2020-09-09,52,1,0,Kepulauan Riau,1929400
2020-09-12,52,76,1,Sulawesi Selatan,9426885
2020-10-31,52,63,2,Bali,4216171
2020-11-03,52,2,3,Lampung,9095591
2020-11-07,52,25,2,Sulawesi Utara,2641884
2020-11-08,52,150,0,Papua Barat,1140701
2020-11-19,52,15,2,Sulawesi Tengah,2955567
2020-11-25,52,0,1,Sulawesi Tenggara,2635461
2020-11-29,52,1,0,Nusa Tenggara Timur,5411321
2020-12-05,52,0,0,Papua,4340348
2020-12-06,52,54,8,Sumatera Selatan,8217551
2020-12-12,52,39,0,Papua,4340348
2020-12-23,52,83,0,Nusa Tenggara Timur,5411321
2021-01-04,52,77,3,Sulawesi Tengah,2955567
2021-01-10,52,46,0,Maluku Utara,1307803
2021-01-17,52,60,0,Jambi,3493357
2021-02-08,52,18,1,Papua,4340348
2021-02-16,52,17,0,Sumatera Selatan,8217551
2021-02-21,52,40,4,Sumatera Selatan,8217551
2021-02-24,52,34,0,Papua Barat,1140701
2021-02-25,52,59,2,Kalimantan Tengah,2570289
2021-03-20,52,32,1,Sumatera Selatan,8217551
2021-03-26,52,93,0,Kepulauan Bangka Belitung,1379767
2021-03-30,52,18,0,Bengkulu,1999539
2021-03-30,52,35,1,Papua,4340348
2021-04-02,52,51,0,Papua,4340348
2021-04-11,52,43,0,Kalimantan Barat,5422814
2021-04-11,52,42,0,Lampung,9095591
2021-04-11,52,93,0,Sumatera Selatan,8217551
2021-04-15,52,120,5,Nusa Tenggara Timur,5411321
2021-04-19,52,6,0,Nusa Tenggara Barat,5270247
2021-04-20,52,113,6,Aceh,5247257
2021-05-02,52,128,5,Kalimantan Timur,3552191
2021-05-04,52,39,3,Lampung,9095591
2021-05-09,52,13,2,Nusa Tenggara Timur,5411321
2021-05-15,52,71,2,Kalimantan Timur,3552191
2021-05-24,52,0,0,Kalimantan Utara,648407
2021-06-06,52,189,3,Kepulauan Bangka Belitung,1379767
2021-07-07,52,11,0,Nusa Tenggara Barat,5270247
2021-07-20,52,11,0,Aceh,5247257
2021-09-06,52,86,4,Sulawesi Utara,2641884
2021-09-08,52,18,1,Gorontalo,1180651
2021-09-09,52,91,1,Kepulauan Riau,1929400
2021-09-22,52,84,0,Kalimantan Tengah,2570289
2021-09-23,52,102,1,Lampung,9095591
2021-09-27,52,316,4,Sumatera Utara,14874889
2021-09-30,52,52,1,Nusa Tenggara Timur,5411321
2021-10-01,52,77,0,Kepulauan Bangka Belitung,1379767
2021-10-04,52,95,7,Bali,4216171
2021-10-05,52,197,2,Kepulauan Bangka Belitung,1379767
2021-11-04,52,227,3,Jawa Tengah,36364072
2021-12-15,52,57,0,Jawa Barat,45161325
2022-01-01,52,0,0,Kepulauan Riau,1929400
2022-01-31,52,0,0,Papua,4340348
2022-02-02,52,0,0,Lampung,9095591
2022-02-15,52,4,0,Kalimantan Utara,648407
2022-02-21,52,19,3,Sulawesi Barat,1559984
2022-03-23,52,0,0,Papua,4340348
2022-03-27,52,315,5,Riau,6074100
2022-04-04,52,127,0,Kalimantan Timur,3552191
2022-04-23,52,55,0,Banten,10722374
2022-06-06,52,40,1,Jawa Barat,45161325
2022-06-08,52,39,0,Banten,10722374
2022-07-19,52,11,2,Kalimantan Selatan,4023049
2022-08-12,52,68,0,Kalimantan Timur,3552191
2022-08-19,52,0,0,Papua,4340348
2022-08-24,52,56,0,Daerah Istimewa Yogyakarta,3631015
2020-04-10,53,4,11,DKI Jakarta,10846145
2020-05-21,53,8,1,Banten,10722374
2020-06-05,53,34,14,Sulawesi Selatan,9426885
2020-06-17,53,11,3,Sumatera Selatan,8217551
2020-07-09,53,39,0,Bali,4216171
2020-07-23,53,56,1,Jawa Barat,45161325
2020-08-04,53,31,0,Kalimantan Tengah,2570289
2020-08-07,53,0,0,Aceh,5247257
2020-08-09,53,15,4,Kalimantan Timur,3552191
2020-08-12,53,86,2,Kalimantan Selatan,4023049
2020-08-14,53,4,0,Bali,4216171
2020-08-27,53,11,0,Gorontalo,1180651
2020-08-31,53,26,2,Sumatera Selatan,8217551
2020-09-04,53,90,1,Kalimantan Tengah,2570289
2020-09-07,53,52,2,Kepulauan Riau,1929400
2020-09-18,53,31,0,Daerah Istimewa Yogyakarta,3631015
2020-09-19,53,7,0,Sulawesi Tenggara,2635461
2020-09-19,53,22,3,Nusa Tenggara Barat,5270247
2020-09-29,53,64,2,Kalimantan Selatan,4023049
2020-10-10,53,22,1,Kalimantan Selatan,4023049
2020-10-16,53,65,0,Sumatera Selatan,8217551
2020-11-08,53,6,0,Kalimantan Tengah,2570289
2020-11-21,53,1,1,Sumatera Selatan,8217551
2020-11-25,53,52,0,Maluku,1847097
2020-12-16,53,68,2,Kepulauan Riau,1929400
2020-12-18,53,23,2,Sulawesi Tengah,2955567
2020-12-20,53,21,1,Kepulauan Bangka Belitung,1379767
2020-12-28,53,5,0,Nusa Tenggara Barat,5270247
2020-12-30,53,66,4,Nusa Tenggara Timur,5411321
2021-01-01,53,71,0,Sulawesi Utara,2641884
2021-01-03,53,81,0,Sumatera Selatan,8217551
2021-02-02,53,26,0,Jambi,3493357
2021-03-06,53,27,2,Papua,4340348
2021-03-08,53,79,2,Lampung,9095591
2021-03-21,53,59,3,Sumatera Utara,14874889
2021-03-22,53,196,1,Sulawesi Selatan,9426885
2021-03-27,53,56,0,Nusa Tenggara Timur,5411321
2021-03-28,53,12,0,Jambi,3493357
2021-03-31,53,62,0,Kalimantan Barat,5422814
2021-04-02,53,55,0,Kalimantan Barat,5422814
2021-04-16,53,45,0,Jambi,3493357
2021-04-24,53,43,1,Nusa Tenggara Timur,5411321
2021-05-01,53,28,0,Banten,10722374
2021-05-07,53,27,4,Lampung,9095591
2021-05-17,53,320,2,Banten,10722374
2021-05-17,53,372,2,Nusa Tenggara Timur,5411321
2021-05-19,53,64,1,Banten,10722374
2021-05-28,53,62,2,Banten,10722374
2021-06-04,53,54,3,Kalimantan Selatan,4023049
2021-06-05,53,0,0,Bengkulu,1999539
2021-06-08,53,63,2,Sulawesi Tengah,2955567
2021-06-18,53,21,1,Kalimantan Utara,648407
2021-07-17,53,25,1,Gorontalo,1180651
2021-08-20,53,117,0,Papua Barat,1140701
2021-08-22,53,124,2,Sulawesi Tenggara,2635461
2021-09-10,53,206,5,Jambi,3493357
2021-09-15,53,61,3,Kalimantan Tengah,2570289
2021-09-17,53,47,3,Banten,10722374
2021-09-17,53,126,3,Sulawesi Utara,2641884
2021-09-19,53,113,1,Kalimantan Barat,5422814
2021-09-22,53,104,2,Kalimantan Selatan,4023049
2021-09-25,53,80,3,Sulawesi Tengah,2955567
2021-10-05,53,42,2,Kalimantan Barat,5422814
2021-11-24,53,25,2,Jawa Tengah,36364072
2021-12-30,53,0,0,DKI Jakarta,10846145
2022-01-29,53,9,1,Daerah Istimewa Yogyakarta,3631015
2022-03-14,53,204,2,Jambi,3493357
2022-03-22,53,75,0,Kalimantan Utara,648407
2022-03-24,53,73,1,Jambi,3493357
2022-03-29,53,125,4,Riau,6074100
2022-04-06,53,29,0,Bali,4216171
2022-04-16,53,566,7,Jawa Tengah,36364072
2022-06-29,53,37,0,Jawa Tengah,36364072
2022-07-14,53,4,0,Daerah Istimewa Yogyakarta,3631015
2022-07-24,53,1,0,Kalimantan Selatan,4023049
2022-07-27,53,14,0,Kalimantan Timur,3552191
2022-07-28,53,14,0,Riau,6074100
2022-07-28,53,23,0,Sumatera Utara,14874889
2022-07-30,53,20,0,Kalimantan Timur,3552191
2022-07-30,53,19,0,Kalimantan Tengah,2570289
2022-08-01,53,29,0,Sumatera Utara,14874889
2022-08-14,53,37,2,Kalimantan Tengah,2570289
2022-08-30,53,4,0,Daerah Istimewa Yogyakarta,3631015
2022-09-06,53,13,4,Sulawesi Utara,2641884
2022-09-14,53,21,3,Jawa Timur,40479023
2020-05-06,54,35,1,Jawa Tengah,36364072
2020-05-11,54,70,13,Jawa Timur,40479023
2020-05-13,54,5,0,Sulawesi Selatan,9426885
2020-05-22,54,3,0,Nusa Tenggara Barat,5270247
2020-06-04,54,3,4,Sulawesi Selatan,9426885
2020-06-07,54,0,0,Papua,4340348
2020-06-09,54,89,7,Jawa Tengah,36364072
2020-06-24,54,8,3,Sumatera Utara,14874889
2020-06-27,54,1,2,Sulawesi Utara,2641884
2020-06-27,54,94,4,Kalimantan Selatan,4023049
2020-07-18,54,76,1,Sulawesi Utara,2641884
2020-07-19,54,36,1,Bali,4216171
2020-07-25,54,23,1,Sulawesi Utara,2641884
2020-08-05,54,95,0,Kalimantan Selatan,4023049
2020-08-11,54,118,2,Sulawesi Selatan,9426885
2020-08-19,54,39,0,Gorontalo,1180651
2020-08-22,54,19,5,Sumatera Selatan,8217551
2020-08-23,54,0,0,Maluku,1847097
2020-08-26,54,141,2,Kalimantan Selatan,4023049
2020-08-30,54,56,4,Aceh,5247257
2020-09-11,54,26,2,Papua,4340348
2020-09-18,54,122,1,Papua Barat,1140701
2020-10-11,54,50,0,Sulawesi Utara,2641884
2020-11-01,54,66,10,Sumatera Selatan,8217551
2020-11-05,54,78,1,Nusa Tenggara Barat,5270247
2020-11-07,54,12,0,Papua Barat,1140701
2020-11-18,54,106,4,Banten,10722374
2020-12-02,54,58,0,Lampung,9095591
2020-12-03,54,10,2,Kalimantan Selatan,4023049
2020-12-03,54,50,2,Lampung,9095591
2020-12-06,54,62,1,Sulawesi Tengah,2955567
2020-12-14,54,51,2,Sumatera Barat,5519245
2020-12-18,54,98,1,Sulawesi Tenggara,2635461
2020-12-21,54,61,0,Bengkulu,1999539
2020-12-21,54,0,0,Maluku Utara,1307803
2020-12-23,54,38,1,Sulawesi Tengah,2955567
2020-12-26,54,16,1,Kepulauan Bangka Belitung,1379767
2020-12-27,54,10,1,Sulawesi Tengah,2955567
2020-12-29,54,38,1,Kepulauan Bangka Belitung,1379767
2020-12-31,54,27,0,Kalimantan Utara,648407
2021-01-04,54,68,0,Sumatera Selatan,8217551
2021-01-09,54,100,0,Kalimantan Tengah,2570289
2021-01-13,54,28,0,Maluku Utara,1307803
2021-01-18,54,60,5,Sumatera Selatan,8217551
2021-01-21,54,0,0,Kalimantan Tengah,2570289
2021-02-16,54,12,0,Kepulauan Bangka Belitung,1379767
2021-02-16,54,0,0,Sumatera Barat,5519245
2021-03-11,54,17,1,Kepulauan Bangka Belitung,1379767
2021-03-15,54,120,3,Sulawesi Selatan,9426885
2021-03-20,54,30,6,Lampung,9095591
2021-03-21,54,49,2,Sumatera Selatan,8217551
2021-03-25,54,108,1,Nusa Tenggara Timur,5411321
2021-03-26,54,49,0,Kalimantan Barat,5422814
2021-04-03,54,117,0,Sulawesi Selatan,9426885
2021-04-05,54,50,3,Sumatera Selatan,8217551
2021-04-10,54,92,2,Kepulauan Bangka Belitung,1379767
2021-04-10,54,22,2,Lampung,9095591
2021-04-17,54,29,1,Bengkulu,1999539
2021-05-04,54,38,0,Bengkulu,1999539
2021-05-09,54,46,6,Lampung,9095591
2021-05-19,54,7,1,Nusa Tenggara Barat,5270247
2021-05-21,54,37,1,Sulawesi Selatan,9426885
2021-08-18,54,140,8,Sulawesi Barat,1559984
2021-09-07,54,173,5,Jambi,3493357
2021-09-12,54,124,3,Banten,10722374
2021-09-16,54,103,1,Sulawesi Utara,2641884
2021-09-18,54,50,1,Nusa Tenggara Barat,5270247
2021-09-19,54,85,5,Lampung,9095591
2021-09-20,54,181,3,Sulawesi Tengah,2955567
2021-09-26,54,91,3,Riau,6074100
2021-10-02,54,117,4,Daerah Istimewa Yogyakarta,3631015
2021-10-03,54,136,1,Sulawesi Selatan,9426885
2021-10-05,54,23,0,Kalimantan Utara,648407
2021-10-06,54,123,0,Kalimantan Timur,3552191
2021-10-07,54,79,4,Kalimantan Utara,648407
2021-10-19,54,53,2,Bali,4216171
2021-10-24,54,70,2,Jawa Timur,40479023
2021-10-29,54,56,5,Jawa Timur,40479023
2021-10-31,54,50,4,Jawa Tengah,36364072
2021-11-06,54,16,0,Jawa Barat,45161325
2021-11-13,54,97,0,DKI Jakarta,10846145
2021-11-25,54,42,1,DKI Jakarta,10846145
2021-11-27,54,86,0,DKI Jakarta,10846145
2022-01-13,54,15,0,Banten,10722374
2022-01-29,54,1,0,Sumatera Utara,14874889
2022-02-02,54,5,0,Kalimantan Timur,3552191
2022-02-06,54,4,0,Sulawesi Utara,2641884
2022-02-11,54,7,0,Jambi,3493357
2022-02-17,54,8,1,Sulawesi Barat,1559984
2022-03-12,54,47,0,Papua Barat,1140701
2022-03-17,54,128,0,Kalimantan Selatan,4023049
2022-03-30,54,144,2,Lampung,9095591
2022-04-15,54,87,3,Jawa Timur,40479023
2022-04-25,54,3329,3,Jawa Barat,45161325
2022-05-12,54,64,3,Jawa Barat,45161325
2022-06-28,54,70,0,Bali,4216171
2022-07-02,54,43,1,Bali,4216171
2022-07-07,54,28,0,Jawa Tengah,36364072
2022-08-17,54,34,1,Kalimantan Timur,3552191
2022-09-07,54,40,2,Bali,4216171
2022-09-08,54,74,0,Bali,4216171
2022-09-08,54,20,0,Sulawesi Utara,2641884
2020-06-18,55,16,0,Jawa Barat,45161325
2020-06-24,55,0,0,Papua,4340348
2020-07-16,55,28,1,Jawa Barat,45161325
2020-07-16,55,9,1,Papua,4340348
2020-08-14,55,57,2,Kalimantan Selatan,4023049
2020-08-31,55,6,0,Papua Barat,1140701
2020-09-11,55,67,1,Sumatera Selatan,8217551
2020-09-17,55,7,1,Papua Barat,1140701
2020-09-18,55,78,2,Kalimantan Tengah,2570289
2020-10-01,55,73,0,Kalimantan Selatan,4023049
2020-10-14,55,54,3,Kalimantan Selatan,4023049
2020-11-10,55,83,2,Banten,10722374
2020-11-25,55,12,4,Sulawesi Tengah,2955567
2020-12-04,55,0,0,Jambi,3493357
2020-12-04,55,46,0,Sulawesi Tengah,2955567
2020-12-06,55,92,1,Lampung,9095591
2020-12-13,55,15,0,Sulawesi Tenggara,2635461
2020-12-31,55,55,1,Kepulauan Bangka Belitung,1379767
2020-12-31,55,100,1,Papua,4340348
2021-01-20,55,87,3,Kepulauan Bangka Belitung,1379767
2021-01-22,55,68,1,Nusa Tenggara Barat,5270247
2021-01-23,55,33,0,Maluku,1847097
2021-01-23,55,35,1,Bengkulu,1999539
2021-01-28,55,3,1,Gorontalo,1180651
2021-01-31,55,67,1,Kepulauan Bangka Belitung,1379767
2021-02-10,55,28,4,Kalimantan Utara,648407
2021-02-13,55,7,1,Papua,4340348
2021-02-17,55,18,0,Sumatera Selatan,8217551
2021-02-18,55,50,2,Jambi,3493357
2021-02-21,55,54,1,Kepulauan Bangka Belitung,1379767
2021-02-28,55,49,1,Papua,4340348
2021-03-01,55,75,2,Riau,6074100
2021-03-09,55,122,0,Sulawesi Tengah,2955567
2021-03-12,55,30,0,Papua,4340348
2021-03-16,55,64,0,Sumatera Barat,5519245
2021-03-16,55,28,4,Sumatera Selatan,8217551
2021-03-19,55,58,1,Sulawesi Tengah,2955567
2021-04-09,55,32,1,Sulawesi Tengah,2955567
2021-04-13,55,63,1,Sulawesi Tengah,2955567
2021-04-14,55,5,1,Nusa Tenggara Timur,5411321
2021-04-16,55,30,0,Bengkulu,1999539
2021-04-18,55,14,0,Kalimantan Utara,648407
2021-05-02,55,68,2,Banten,10722374
2021-05-05,55,133,2,Nusa Tenggara Timur,5411321
2021-05-14,55,3,0,Kalimantan Tengah,2570289
2021-05-18,55,154,6,Lampung,9095591
2021-05-19,55,86,3,Kalimantan Selatan,4023049
2021-05-23,55,99,6,Jambi,3493357
2021-05-25,55,83,5,Bali,4216171
2021-06-15,55,30,2,Bali,4216171
2021-06-29,55,70,1,Kalimantan Selatan,4023049
2021-07-06,55,69,5,Kalimantan Selatan,4023049
2021-08-08,55,82,5,Sulawesi Barat,1559984
2021-08-13,55,235,2,Maluku,1847097
2021-08-23,55,442,5,Bengkulu,1999539
2021-08-25,55,120,2,Papua Barat,1140701
2021-08-26,55,181,3,Maluku Utara,1307803
2021-08-27,55,118,4,Gorontalo,1180651
2021-09-11,55,59,2,Kepulauan Riau,1929400
2021-09-17,55,6,1,Kalimantan Utara,648407
2021-09-18,55,82,6,Sulawesi Utara,2641884
2021-09-21,55,62,4,Sumatera Selatan,8217551
2021-09-28,55,24,2,Kalimantan Utara,648407
2021-09-29,55,108,0,Nusa Tenggara Timur,5411321
2021-10-13,55,45,1,Sumatera Utara,14874889
2021-11-20,55,33,5,Jawa Tengah,36364072
2021-12-21,55,20,2,DKI Jakarta,10846145
2022-01-28,55,0,0,Papua,4340348
2022-01-29,55,14,0,Kalimantan Timur,3552191
2022-02-03,55,1,0,Sumatera Barat,5519245
2022-02-10,55,10,0,Bengkulu,1999539
2022-02-28,55,136,0,Maluku Utara,1307803
2022-03-08,55,101,1,Gorontalo,1180651
2022-03-22,55,98,0,Kalimantan Selatan,4023049
2022-03-24,55,41,2,Sumatera Barat,5519245
2022-04-17,55,79,3,Jawa Timur,40479023
2022-04-21,55,42,0,Banten,10722374
2022-04-26,55,58,4,Jawa Timur,40479023
2022-07-21,55,7,0,Kalimantan Selatan,4023049
2022-07-21,55,0,0,Daerah Istimewa Yogyakarta,3631015
2022-09-01,55,58,1,Bali,4216171
2022-09-02,55,42,0,Sumatera Utara,14874889
2020-05-01,56,13,0,Sulawesi Selatan,9426885
2020-05-23,56,0,0,Papua,4340348
2020-05-29,56,0,0,Papua,4340348
2020-05-29,56,21,1,Jawa Barat,45161325
2020-06-12,56,0,0,Sulawesi Utara,2641884
2020-06-18,56,26,2,Sumatera Selatan,8217551
2020-06-25,56,0,0,Papua,4340348
2020-06-25,56,8,1,Bali,4216171
2020-07-02,56,12,1,Sulawesi Tenggara,2635461
2020-07-09,56,4,6,Sumatera Selatan,8217551
2020-07-24,56,33,3,Sumatera Utara,14874889
2020-07-25,56,15,0,Bali,4216171
2020-07-27,56,16,0,Papua,4340348
2020-08-15,56,12,1,Kalimantan Timur,3552191
2020-08-29,56,61,11,Sumatera Selatan,8217551
2020-09-24,56,115,1,Aceh,5247257
2020-09-27,56,1,0,Kepulauan Riau,1929400
2020-10-09,56,31,2,Daerah Istimewa Yogyakarta,3631015
2020-11-21,56,27,2,Daerah Istimewa Yogyakarta,3631015
2020-11-28,56,18,1,Kalimantan Selatan,4023049
2020-11-29,56,29,3,Lampung,9095591
2020-12-04,56,0,0,Kepulauan Riau,1929400
2020-12-07,56,15,0,Sulawesi Tengah,2955567
2020-12-09,56,50,1,Papua Barat,1140701
2020-12-11,56,51,5,Kalimantan Selatan,4023049
2020-12-26,56,0,0,Kalimantan Utara,648407
2020-12-29,56,73,4,Sulawesi Utara,2641884
2020-12-30,56,329,17,Kalimantan Utara,648407
2020-12-30,56,113,1,Kalimantan Tengah,2570289
2021-01-09,56,11,2,Sulawesi Tenggara,2635461
2021-01-14,56,9,6,Nusa Tenggara Timur,5411321
2021-01-16,56,29,0,Kalimantan Barat,5422814
2021-01-31,56,44,3,Nusa Tenggara Timur,5411321
2021-02-05,56,130,4,Jambi,3493357
2021-02-12,56,58,2,Sumatera Selatan,8217551
