date,New_Cases,New_Recovered,New_Deaths,Province,Population
2021-11-09,1,2,0,Maluku,1847097
2021-11-09,1,17,0,Maluku Utara,1307803
2021-11-09,1,0,0,Nusa Tenggara Barat,5270247
2021-11-09,1,0,0,Sulawesi Tenggara,2635461
2021-11-09,1,4,1,Sumatera Barat,5519245
2021-11-09,1,8,1,Sulawesi Tengah,2955567
2021-11-10,1,0,0,Maluku Utara,1307803
2021-11-11,1,2,0,Kepulauan Riau,1929400
2021-11-12,1,2,0,Bengkulu,1999539
2021-11-12,1,0,0,Gorontalo,1180651
2021-11-12,1,0,0,Maluku,1847097
2021-11-12,1,11,0,Riau,6074100
2021-11-12,1,1,0,Sulawesi Barat,1559984
2021-11-12,1,4,1,Kalimantan Selatan,4023049
2021-11-13,1,0,0,Bengkulu,1999539
2021-11-13,1,0,0,Gorontalo,1180651
2021-11-13,1,2,0,Maluku Utara,1307803
2021-11-13,1,1,0,Sulawesi Tenggara,2635461
2021-11-14,1,0,0,Bengkulu,1999539
2021-11-14,1,9,0,Kalimantan Selatan,4023049
2021-11-15,1,5,0,Aceh,5247257
2021-11-15,1,4,0,Kepulauan Bangka Belitung,1379767
2021-11-15,1,6,0,Kalimantan Selatan,4023049
2021-11-15,1,2,0,Nusa Tenggara Barat,5270247
2021-11-15,1,15,0,Sulawesi Utara,2641884
2021-11-15,1,6,1,Kalimantan Utara,648407
2021-11-16,1,3,0,Jambi,3493357
2021-11-16,1,0,0,Kalimantan Utara,648407
2021-11-16,1,0,0,Maluku Utara,1307803
2021-11-17,1,1,0,Jambi,3493357
2021-11-17,1,0,0,Kepulauan Riau,1929400
2021-11-17,1,1,0,Kalimantan Tengah,2570289
2021-11-17,1,1,0,Nusa Tenggara Barat,5270247
2021-11-17,1,0,0,Sulawesi Utara,2641884
2021-11-17,1,0,0,Sulawesi Barat,1559984
2021-11-18,1,0,0,Jambi,3493357
2021-11-18,1,5,0,Kalimantan Utara,648407
2021-11-18,1,1,0,Nusa Tenggara Barat,5270247
2021-11-18,1,5,1,Kepulauan Riau,1929400
2021-11-19,1,0,0,Jambi,3493357
2021-11-19,1,4,0,Kalimantan Selatan,4023049
2021-11-19,1,0,0,Lampung,9095591
2021-11-19,1,0,0,Maluku,1847097
2021-11-19,1,1,0,Maluku Utara,1307803
2021-11-19,1,8,0,Sulawesi Utara,2641884
2021-11-19,1,0,0,Sulawesi Barat,1559984
2021-11-19,1,7,0,Sumatera Utara,14874889
2021-11-20,1,0,0,Gorontalo,1180651
2021-11-20,1,0,0,Jambi,3493357
2021-11-20,1,0,0,Kalimantan Selatan,4023049
2021-11-20,1,0,0,Kalimantan Utara,648407
2021-11-20,1,0,0,Maluku Utara,1307803
2021-11-20,1,5,0,Sumatera Barat,5519245
2021-11-20,1,1,0,Sulawesi Barat,1559984
2021-11-20,1,6,1,Nusa Tenggara Barat,5270247
2021-11-21,1,2,0,Aceh,5247257
2021-11-21,1,0,0,Gorontalo,1180651
2021-11-21,1,0,0,Jambi,3493357
2021-11-21,1,1,0,Maluku,1847097
2021-11-21,1,2,0,Nusa Tenggara Barat,5270247
2021-11-21,1,0,0,Papua,4340348
2021-11-21,1,9,0,Sulawesi Tengah,2955567
2021-11-21,1,3,1,Kalimantan Tengah,2570289
2021-11-22,1,2,0,Aceh,5247257
2021-11-22,1,3,0,Kalimantan Selatan,4023049
2021-11-22,1,1,0,Kalimantan Tengah,2570289
2021-11-22,1,3,0,Lampung,9095591
2021-11-22,1,15,0,Sumatera Utara,14874889
2021-11-23,1,3,0,Aceh,5247257
2021-11-23,1,1,0,Nusa Tenggara Barat,5270247
2021-11-23,1,4,0,Sumatera Barat,5519245
2021-11-24,1,3,0,Aceh,5247257
2021-11-24,1,0,0,Jambi,3493357
2021-11-24,1,1,0,Kalimantan Utara,648407
2021-11-24,1,0,0,Sulawesi Tenggara,2635461
2021-11-24,1,8,0,Sulawesi Tengah,2955567
2021-11-25,1,0,0,Aceh,5247257
2021-11-25,1,1,0,Bengkulu,1999539
2021-11-25,1,2,0,Kalimantan Utara,648407
2021-11-25,1,1,0,Sulawesi Tenggara,2635461
2021-11-25,1,1,0,Sulawesi Tengah,2955567
2021-11-26,1,0,0,Kepulauan Riau,1929400
2021-11-26,1,10,0,Lampung,9095591
2021-11-26,1,15,1,Sulawesi Selatan,9426885
2021-11-27,1,0,0,Jambi,3493357
2021-11-27,1,0,0,Sulawesi Barat,1559984
2021-11-28,1,1,0,Kepulauan Riau,1929400
2021-11-28,1,0,0,Maluku,1847097
2021-11-28,1,0,0,Nusa Tenggara Barat,5270247
2021-11-28,1,14,0,Sumatera Utara,14874889
2021-11-29,1,3,0,Aceh,5247257
2021-11-29,1,8,0,Kepulauan Riau,1929400
2021-11-29,1,0,0,Kalimantan Tengah,2570289
2021-11-29,1,3,0,Lampung,9095591
2021-11-29,1,3,0,Nusa Tenggara Barat,5270247
2021-11-29,1,7,0,Sulawesi Selatan,9426885
2021-11-30,1,2,0,Jambi,3493357
2021-11-30,1,1,0,Kalimantan Selatan,4023049
2021-11-30,1,3,0,Kalimantan Tengah,2570289
2021-11-30,1,0,0,Papua,4340348
2021-11-30,1,0,0,Sulawesi Barat,1559984
2021-11-30,1,9,0,Sumatera Utara,14874889
2021-12-01,1,0,0,Bengkulu,1999539
2021-12-01,1,1,0,Kalimantan Tengah,2570289
2021-12-01,1,0,0,Kalimantan Utara,648407
2021-12-01,1,0,0,Maluku,1847097
2021-12-01,1,1,0,Nusa Tenggara Barat,5270247
2021-12-01,1,3,0,Sumatera Barat,5519245
2021-12-01,1,5,0,Sulawesi Selatan,9426885
2021-12-01,1,2,0,Sulawesi Barat,1559984
2021-12-01,1,2,0,Sumatera Selatan,8217551
2021-12-01,1,1,1,Banten,10722374
2021-12-02,1,0,0,Nusa Tenggara Barat,5270247
2021-12-02,1,6,1,Sulawesi Selatan,9426885
2021-12-03,1,1,0,Aceh,5247257
2021-12-03,1,13,0,Kalimantan Timur,3552191
2021-12-03,1,1,0,Sumatera Barat,5519245
2021-12-03,1,2,0,Sulawesi Barat,1559984
2021-12-03,1,6,0,Sulawesi Tengah,2955567
2021-12-04,1,3,0,Aceh,5247257
2021-12-04,1,0,0,Jambi,3493357
2021-12-04,1,17,0,Nusa Tenggara Timur,5411321
2021-12-04,1,0,0,Sumatera Selatan,8217551
2021-12-05,1,1,0,Aceh,5247257
2021-12-05,1,0,0,Gorontalo,1180651
2021-12-05,1,0,0,Kepulauan Riau,1929400
2021-12-05,1,2,0,Kalimantan Selatan,4023049
2021-12-05,1,0,0,Lampung,9095591
2021-12-05,1,0,0,Nusa Tenggara Barat,5270247
2021-12-05,1,0,0,Sumatera Selatan,8217551
2021-12-06,1,0,0,Bengkulu,1999539
2021-12-06,1,0,0,Jambi,3493357
2021-12-06,1,0,0,Kalimantan Utara,648407
2021-12-06,1,1566,0,Papua,4340348
2021-12-06,1,1,0,Sulawesi Barat,1559984
2021-12-06,1,1,0,Sumatera Selatan,8217551
2021-12-06,1,6,1,Kalimantan Selatan,4023049
2021-12-07,1,0,0,Kalimantan Selatan,4023049
2021-12-07,1,6,0,Kalimantan Tengah,2570289
2021-12-07,1,0,0,Nusa Tenggara Barat,5270247
2021-12-07,1,4,0,Sulawesi Selatan,9426885
2021-12-07,1,4,0,Sulawesi Tengah,2955567
2021-12-07,1,2,2,Lampung,9095591
2021-12-08,1,0,0,Papua,4340348
2021-12-08,1,0,1,Jambi,3493357
2021-12-08,1,0,2,Lampung,9095591
2021-12-09,1,1,0,Kalimantan Tengah,2570289
2021-12-09,1,0,0,Kalimantan Utara,648407
2021-12-09,1,1,0,Lampung,9095591
2021-12-09,1,9,0,Maluku Utara,1307803
2021-12-09,1,1,0,Sumatera Selatan,8217551
2021-12-10,1,8,0,Kepulauan Bangka Belitung,1379767
2021-12-10,1,9,0,Kalimantan Timur,3552191
2021-12-10,1,5,0,Kalimantan Utara,648407
2021-12-10,1,2,0,Nusa Tenggara Barat,5270247
2021-12-10,1,0,0,Sulawesi Barat,1559984
2021-12-10,1,5,0,Sumatera Utara,14874889
2021-12-11,1,0,0,Kalimantan Utara,648407
2021-12-11,1,1,0,Lampung,9095591
2021-12-11,1,0,0,Sulawesi Barat,1559984
2021-12-12,1,0,0,Papua,4340348
2021-12-12,1,1,0,Sumatera Barat,5519245
2021-12-13,1,8,0,Kalimantan Barat,5422814
2021-12-13,1,0,0,Kalimantan Tengah,2570289
2021-12-13,1,4,0,Sulawesi Utara,2641884
2021-12-13,1,0,0,Sumatera Barat,5519245
2021-12-14,1,0,0,Bengkulu,1999539
2021-12-14,1,0,0,Nusa Tenggara Barat,5270247
2021-12-14,1,1,0,Sumatera Barat,5519245
2021-12-14,1,4,0,Sulawesi Tengah,2955567
2021-12-14,1,14,0,Sumatera Utara,14874889
2021-12-15,1,0,0,Aceh,5247257
2021-12-15,1,2,0,Kepulauan Bangka Belitung,1379767
2021-12-15,1,0,0,Kepulauan Riau,1929400
2021-12-15,1,1,0,Kalimantan Utara,648407
2021-12-15,1,0,0,Papua,4340348
2021-12-15,1,1,0,Sumatera Selatan,8217551
2021-12-15,1,5,1,Kalimantan Tengah,2570289
2021-12-16,1,2,0,Aceh,5247257
2021-12-16,1,0,0,Kalimantan Selatan,4023049
2021-12-16,1,1,0,Kalimantan Tengah,2570289
2021-12-16,1,5,0,Sulawesi Utara,2641884
2021-12-16,1,7,0,Sumatera Barat,5519245
2021-12-16,1,0,1,Lampung,9095591
2021-12-17,1,1,0,Aceh,5247257
2021-12-17,1,0,0,Papua,4340348
2021-12-17,1,0,0,Sulawesi Tenggara,2635461
2021-12-18,1,7,0,Kalimantan Timur,3552191
2021-12-18,1,1,0,Kalimantan Selatan,4023049
2021-12-18,1,19,0,Kalimantan Tengah,2570289
2021-12-18,1,6,1,Lampung,9095591
2021-12-18,1,2,5,Sumatera Selatan,8217551
2021-12-19,1,0,0,Gorontalo,1180651
2021-12-19,1,0,0,Nusa Tenggara Barat,5270247
2021-12-19,1,2,0,Sulawesi Utara,2641884
2021-12-19,1,11,0,Daerah Istimewa Yogyakarta,3631015
2021-12-20,1,6,0,Kalimantan Barat,5422814
2021-12-20,1,1,0,Sulawesi Utara,2641884
2021-12-20,1,3,0,Sumatera Selatan,8217551
2021-12-20,1,5,0,Sulawesi Tengah,2955567
2021-12-21,1,0,0,Aceh,5247257
2021-12-21,1,2,0,Kepulauan Bangka Belitung,1379767
2021-12-21,1,1,0,Kalimantan Selatan,4023049
2021-12-21,1,2,0,Lampung,9095591
2021-12-21,1,1,0,Sumatera Barat,5519245
2021-12-21,1,2,0,Sulawesi Tengah,2955567
2021-12-22,1,5,0,Kalimantan Timur,3552191
2021-12-22,1,2,0,Kalimantan Selatan,4023049
2021-12-22,1,1,0,Kalimantan Tengah,2570289
2021-12-22,1,4,0,Nusa Tenggara Barat,5270247
2021-12-22,1,1,1,Lampung,9095591
2021-12-23,1,0,0,Kalimantan Selatan,4023049
2021-12-23,1,3,0,Sulawesi Utara,2641884
2021-12-23,1,2,0,Sumatera Selatan,8217551
2021-12-23,1,2,0,Sulawesi Tengah,2955567
2021-12-23,1,0,0,Sumatera Utara,14874889
2021-12-23,1,15,0,Daerah Istimewa Yogyakarta,3631015
2021-12-23,1,0,1,Gorontalo,1180651
2021-12-23,1,1,1,Lampung,9095591
2021-12-24,1,2,0,Aceh,5247257
2021-12-24,1,1,0,Kepulauan Bangka Belitung,1379767
2021-12-24,1,0,0,Gorontalo,1180651
2021-12-24,1,2,0,Kalimantan Timur,3552191
2021-12-24,1,0,0,Sulawesi Barat,1559984
2021-12-24,1,4,0,Sulawesi Tengah,2955567
2021-12-24,1,2,0,Sumatera Utara,14874889
2021-12-24,1,2,1,Lampung,9095591
2021-12-25,1,0,0,Papua,4340348
2021-12-25,1,2,0,Riau,6074100
2021-12-25,1,2,0,Sulawesi Utara,2641884
2021-12-25,1,1,0,Sumatera Barat,5519245
2021-12-25,1,4,0,Sulawesi Tengah,2955567
2021-12-25,1,1,0,Sumatera Utara,14874889
2021-12-26,1,3,0,Kalimantan Timur,3552191
2021-12-26,1,0,0,Kalimantan Tengah,2570289
2021-12-26,1,0,0,Sulawesi Barat,1559984
2021-12-26,1,2,1,Kepulauan Bangka Belitung,1379767
2021-12-27,1,0,0,Aceh,5247257
2021-12-27,1,7,0,Kepulauan Bangka Belitung,1379767
2021-12-27,1,5,0,Kalimantan Barat,5422814
2021-12-27,1,11,0,Kalimantan Utara,648407
2021-12-27,1,2,0,Nusa Tenggara Barat,5270247
2021-12-28,1,0,0,Papua,4340348
2021-12-28,1,5,0,Riau,6074100
2021-12-28,1,0,0,Sulawesi Utara,2641884
2021-12-29,1,2,0,Kepulauan Bangka Belitung,1379767
2021-12-29,1,2,0,Kalimantan Barat,5422814
2021-12-29,1,0,0,Maluku,1847097
2021-12-29,1,0,0,Nusa Tenggara Barat,5270247
2021-12-29,1,0,0,Sulawesi Selatan,9426885
2021-12-29,1,0,1,Sulawesi Tenggara,2635461
2021-12-29,1,10,1,Daerah Istimewa Yogyakarta,3631015
2021-12-30,1,1,0,Aceh,5247257
2021-12-30,1,0,0,Kepulauan Bangka Belitung,1379767
2021-12-30,1,2,0,Kalimantan Timur,3552191
2021-12-30,1,0,0,Maluku,1847097
2021-12-30,1,2,0,Sumatera Selatan,8217551
2021-12-30,1,1,1,Nusa Tenggara Barat,5270247
2021-12-31,1,0,0,Aceh,5247257
2021-12-31,1,4,0,Gorontalo,1180651
2021-12-31,1,0,0,Jambi,3493357
2021-12-31,1,2,0,Kalimantan Barat,5422814
2021-12-31,1,3,0,Kalimantan Tengah,2570289
2021-12-31,1,2,0,Nusa Tenggara Barat,5270247
2021-12-31,1,11,0,Sumatera Barat,5519245
2021-12-31,1,0,0,Sulawesi Tenggara,2635461
2021-12-31,1,4,0,Sulawesi Selatan,9426885
2022-01-01,1,2,0,Kepulauan Bangka Belitung,1379767
2022-01-01,1,0,0,Kalimantan Tengah,2570289
2022-01-01,1,5,0,Lampung,9095591
2022-01-01,1,4,0,Nusa Tenggara Timur,5411321
2022-01-01,1,9,0,Riau,6074100
2022-01-02,1,0,0,Aceh,5247257
2022-01-02,1,0,0,Bali,4216171
2022-01-02,1,2,0,Kalimantan Barat,5422814
2022-01-02,1,0,0,Nusa Tenggara Barat,5270247
2022-01-02,1,0,0,Sulawesi Utara,2641884
2022-01-02,1,0,0,Sumatera Selatan,8217551
2022-01-02,1,0,0,Sulawesi Tengah,2955567
2022-01-02,1,6,0,Sumatera Utara,14874889
2022-01-03,1,2,0,Riau,6074100
2022-01-03,1,0,0,Sumatera Selatan,8217551
2022-01-03,1,0,0,Sulawesi Tengah,2955567
2022-01-03,1,2,1,Kalimantan Barat,5422814
2022-01-03,1,5,1,Sumatera Utara,14874889
2022-01-04,1,1,0,Kalimantan Selatan,4023049
2022-01-04,1,3,0,Lampung,9095591
2022-01-04,1,0,0,Riau,6074100
2022-01-04,1,0,0,Sulawesi Utara,2641884
2022-01-04,1,1,0,Sumatera Selatan,8217551
2022-01-05,1,5,0,Bali,4216171
2022-01-05,1,0,0,Jambi,3493357
2022-01-05,1,5,0,Kalimantan Selatan,4023049
2022-01-05,1,0,0,Kalimantan Utara,648407
2022-01-05,1,0,0,Lampung,9095591
2022-01-05,1,0,0,Riau,6074100
2022-01-05,1,0,0,Sumatera Barat,5519245
2022-01-06,1,0,0,Gorontalo,1180651
2022-01-06,1,1,0,Kalimantan Tengah,2570289
2022-01-06,1,0,0,Nusa Tenggara Barat,5270247
2022-01-06,1,0,0,Papua,4340348
2022-01-06,1,2,0,Sulawesi Barat,1559984
2022-01-06,1,0,0,Sumatera Selatan,8217551
2022-01-07,1,1,0,Aceh,5247257
2022-01-07,1,0,0,Nusa Tenggara Barat,5270247
2022-01-07,1,0,0,Papua,4340348
2022-01-07,1,2,1,Kalimantan Tengah,2570289
2022-01-08,1,0,0,Kalimantan Utara,648407
2022-01-08,1,2,0,Lampung,9095591
2022-01-08,1,0,0,Maluku Utara,1307803
2022-01-08,1,5,0,Riau,6074100
2022-01-08,1,0,0,Sulawesi Barat,1559984
2022-01-08,1,7,0,Daerah Istimewa Yogyakarta,3631015
2022-01-09,1,3,0,Kepulauan Bangka Belitung,1379767
2022-01-09,1,1,0,Kalimantan Timur,3552191
2022-01-09,1,0,0,Papua Barat,1140701
2022-01-09,1,0,0,Riau,6074100
2022-01-09,1,1,0,Sulawesi Barat,1559984
2022-01-09,1,2,0,Sumatera Selatan,8217551
2022-01-10,1,1,0,Aceh,5247257
2022-01-10,1,8,0,Bali,4216171
2022-01-10,1,1,0,Kepulauan Bangka Belitung,1379767
2022-01-10,1,2,0,Jambi,3493357
2022-01-10,1,2,0,Kalimantan Barat,5422814
2022-01-10,1,0,0,Papua,4340348
2022-01-10,1,10,0,Papua Barat,1140701
2022-01-10,1,0,0,Sumatera Selatan,8217551
2022-01-10,1,1,1,Kalimantan Tengah,2570289
2022-01-11,1,1,0,Kepulauan Bangka Belitung,1379767
2022-01-11,1,0,0,Bengkulu,1999539
2022-01-11,1,1,0,Kalimantan Selatan,4023049
2022-01-11,1,0,0,Maluku Utara,1307803
2022-01-11,1,1,0,Riau,6074100
2022-01-11,1,0,0,Sumatera Barat,5519245
2022-01-11,1,2,0,Sulawesi Selatan,9426885
2022-01-12,1,2,0,Kalimantan Utara,648407
2022-01-12,1,0,0,Maluku Utara,1307803
2022-01-12,1,1,0,Papua Barat,1140701
2022-01-12,1,0,0,Riau,6074100
2022-01-12,1,0,0,Sumatera Barat,5519245
2022-01-12,1,2,0,Sumatera Selatan,8217551
2022-01-12,1,3,0,Sulawesi Tengah,2955567
2022-01-12,1,1,1,Sulawesi Tenggara,2635461
2022-01-13,1,0,0,Kepulauan Bangka Belitung,1379767
2022-01-13,1,0,0,Kalimantan Utara,648407
2022-01-14,1,0,0,Aceh,5247257
2022-01-14,1,6,0,Kalimantan Barat,5422814
2022-01-14,1,1,0,Kalimantan Utara,648407
2022-01-14,1,0,0,Maluku,1847097
2022-01-14,1,0,0,Papua,4340348
2022-01-14,1,1,0,Riau,6074100
2022-01-15,1,0,0,Jambi,3493357
2022-01-15,1,1,0,Kalimantan Selatan,4023049
2022-01-15,1,1,0,Kalimantan Tengah,2570289
2022-01-15,1,0,0,Nusa Tenggara Barat,5270247
2022-01-15,1,4,0,Papua Barat,1140701
2022-01-15,1,1,0,Sumatera Selatan,8217551
2022-01-15,1,2,0,Sumatera Utara,14874889
2022-01-16,1,0,0,Gorontalo,1180651
2022-01-16,1,2,0,Kalimantan Tengah,2570289
2022-01-16,1,1,0,Lampung,9095591
2022-01-16,1,3,0,Papua Barat,1140701
2022-01-16,1,0,0,Sumatera Selatan,8217551
2022-01-16,1,0,0,Sumatera Utara,14874889
2022-01-17,1,4,0,Kalimantan Barat,5422814
2022-01-17,1,1,0,Kalimantan Tengah,2570289
2022-01-17,1,0,0,Maluku Utara,1307803
2022-01-17,1,0,0,Riau,6074100
2022-01-18,1,1,0,Kepulauan Bangka Belitung,1379767
2022-01-18,1,0,0,Jambi,3493357
2022-01-18,1,0,0,Kalimantan Selatan,4023049
2022-01-18,1,3,0,Kalimantan Tengah,2570289
2022-01-18,1,0,0,Lampung,9095591
2022-01-18,1,0,0,Maluku Utara,1307803
2022-01-18,1,2,0,Papua Barat,1140701
2022-01-19,1,5,0,Kalimantan Barat,5422814
2022-01-19,1,1,0,Papua Barat,1140701
2022-01-19,1,0,0,Sumatera Selatan,8217551
2022-01-20,1,1,0,Jambi,3493357
2022-01-20,1,1,0,Lampung,9095591
2022-01-21,1,1,0,Jambi,3493357
2022-01-21,1,0,0,Sumatera Barat,5519245
2022-01-22,1,0,0,Aceh,5247257
2022-01-22,1,0,0,Gorontalo,1180651
2022-01-22,1,0,0,Kalimantan Tengah,2570289
2022-01-22,1,0,0,Sulawesi Barat,1559984
2022-01-22,1,0,0,Sulawesi Tengah,2955567
2022-01-23,1,0,0,Maluku,1847097
2022-01-23,1,0,0,Nusa Tenggara Barat,5270247
2022-01-23,1,1,0,Papua Barat,1140701
2022-01-23,1,0,0,Sumatera Barat,5519245
2022-01-23,1,0,0,Sulawesi Tenggara,2635461
2022-01-23,1,0,0,Sulawesi Tengah,2955567
2022-01-23,1,2,1,Sumatera Selatan,8217551
2022-01-24,1,1,0,Gorontalo,1180651
2022-01-24,1,2,0,Kalimantan Tengah,2570289
2022-01-24,1,1,0,Sumatera Barat,5519245
2022-01-25,1,0,0,Aceh,5247257
2022-01-25,1,0,0,Bengkulu,1999539
2022-01-25,1,0,0,Kalimantan Tengah,2570289
2022-01-25,1,0,0,Sulawesi Barat,1559984
2022-01-26,1,0,0,Sulawesi Barat,1559984
2022-01-27,1,0,0,Sulawesi Tenggara,2635461
2022-01-28,1,0,0,Gorontalo,1180651
2022-01-28,1,5,0,Maluku Utara,1307803
2022-01-28,1,0,0,Sulawesi Tenggara,2635461
2022-01-29,1,0,0,Sulawesi Tenggara,2635461
2022-01-29,1,1,0,Sulawesi Barat,1559984
2022-01-30,1,0,0,Gorontalo,1180651
2022-01-30,1,0,0,Kalimantan Utara,648407
2022-01-30,1,1,0,Papua Barat,1140701
2022-01-31,1,1,0,Maluku Utara,1307803
2022-01-31,1,0,0,Sulawesi Barat,1559984
2022-02-01,1,0,0,Gorontalo,1180651
2022-02-02,1,1,0,Sulawesi Barat,1559984
2022-03-14,1,17,0,Maluku,1847097
2022-03-15,1,17,2,Maluku,1847097
2022-03-22,1,3,0,Maluku,1847097
2022-03-29,1,3,0,Maluku,1847097
2022-04-01,1,1,0,Nusa Tenggara Barat,5270247
2022-04-02,1,10,0,Sulawesi Tenggara,2635461
2022-04-02,1,0,1,Maluku,1847097
2022-04-02,1,7,1,Sulawesi Utara,2641884
2022-04-03,1,1,0,Nusa Tenggara Barat,5270247
2022-04-05,1,41,1,Gorontalo,1180651
2022-04-06,1,119,0,Bengkulu,1999539
2022-04-06,1,2,1,Maluku Utara,1307803
2022-04-07,1,4,0,Gorontalo,1180651
2022-04-07,1,2,0,Maluku,1847097
2022-04-07,1,19,0,Sulawesi Barat,1559984
2022-04-08,1,2,0,Gorontalo,1180651
2022-04-08,1,0,0,Maluku,1847097
2022-04-08,1,2,0,Sulawesi Barat,1559984
2022-04-09,1,3,0,Gorontalo,1180651
2022-04-10,1,0,0,Gorontalo,1180651
2022-04-10,1,2,0,Nusa Tenggara Barat,5270247
2022-04-10,1,1,0,Sulawesi Tenggara,2635461
2022-04-11,1,11,0,Bengkulu,1999539
2022-04-11,1,3,0,Sulawesi Utara,2641884
2022-04-11,1,5,0,Sulawesi Barat,1559984
2022-04-11,1,626,2,Kalimantan Utara,648407
2022-04-12,1,0,0,Maluku Utara,1307803
2022-04-13,1,4,0,Bengkulu,1999539
2022-04-13,1,0,0,Gorontalo,1180651
2022-04-13,1,3,0,Kalimantan Utara,648407
2022-04-13,1,0,0,Maluku,1847097
2022-04-14,1,1,0,Sulawesi Tenggara,2635461
2022-04-15,1,1,0,Sulawesi Tenggara,2635461
2022-04-16,1,118,0,Bengkulu,1999539
2022-04-16,1,5,0,Maluku Utara,1307803
2022-04-16,1,3,0,Papua Barat,1140701
2022-04-16,1,10,0,Sulawesi Selatan,9426885
2022-04-16,1,17,1,Jambi,3493357
2022-04-17,1,3,0,Maluku,1847097
2022-04-17,1,2,0,Papua Barat,1140701
2022-04-17,1,0,0,Sulawesi Barat,1559984
2022-04-17,1,10,0,Sumatera Selatan,8217551
2022-04-18,1,0,0,Maluku,1847097
2022-04-18,1,3,0,Maluku Utara,1307803
2022-04-18,1,8,0,Nusa Tenggara Barat,5270247
2022-04-18,1,1,0,Sulawesi Tenggara,2635461
2022-04-18,1,0,0,Sulawesi Barat,1559984
2022-04-18,1,24,1,Sulawesi Utara,2641884
2022-04-19,1,0,0,Gorontalo,1180651
2022-04-19,1,4,0,Jambi,3493357
2022-04-19,1,7,0,Kalimantan Utara,648407
2022-04-19,1,0,0,Sulawesi Tenggara,2635461
2022-04-19,1,1,0,Sulawesi Barat,1559984
2022-04-20,1,0,0,Gorontalo,1180651
2022-04-20,1,0,0,Sulawesi Tenggara,2635461
2022-04-20,1,7,0,Sulawesi Barat,1559984
2022-04-20,1,1,1,Papua Barat,1140701
2022-04-21,1,10,0,Aceh,5247257
2022-04-21,1,72,0,Bengkulu,1999539
2022-04-21,1,9,0,Sulawesi Utara,2641884
2022-04-21,1,8,0,Sulawesi Tenggara,2635461
2022-04-21,1,0,0,Sulawesi Barat,1559984
2022-04-22,1,3,0,Jambi,3493357
2022-04-23,1,12,0,Sulawesi Tenggara,2635461
2022-04-24,1,2,0,Kepulauan Bangka Belitung,1379767
2022-04-24,1,9,0,Kalimantan Timur,3552191
2022-04-24,1,0,0,Sulawesi Utara,2641884
2022-04-24,1,3,0,Sulawesi Tenggara,2635461
2022-04-25,1,0,0,Kalimantan Selatan,4023049
2022-04-25,1,10,0,Lampung,9095591
2022-04-25,1,18,1,Aceh,5247257
2022-04-25,1,3,1,Maluku Utara,1307803
2022-04-26,1,5,0,Jambi,3493357
2022-04-26,1,0,0,Maluku Utara,1307803
2022-04-26,1,9,0,Nusa Tenggara Barat,5270247
2022-04-27,1,10,0,Bengkulu,1999539
2022-04-27,1,0,0,Kalimantan Utara,648407
2022-04-27,1,0,0,Maluku Utara,1307803
2022-04-27,1,0,0,Sulawesi Barat,1559984
2022-04-27,1,12,1,Gorontalo,1180651
2022-04-28,1,4,0,Aceh,5247257
2022-04-28,1,0,0,Kalimantan Utara,648407
2022-04-28,1,8,0,Sumatera Selatan,8217551
2022-04-28,1,8,1,Lampung,9095591
2022-04-29,1,0,0,Maluku Utara,1307803
2022-04-29,1,1,0,Nusa Tenggara Barat,5270247
2022-04-29,1,1,0,Sulawesi Tenggara,2635461
2022-04-29,1,6,0,Sulawesi Selatan,9426885
2022-04-29,1,0,0,Sulawesi Barat,1559984
2022-04-29,1,12,1,Kepulauan Riau,1929400
2022-04-29,1,1,1,Sulawesi Tengah,2955567
2022-04-30,1,4,0,Nusa Tenggara Timur,5411321
2022-04-30,1,2,0,Sumatera Barat,5519245
2022-04-30,1,32,0,Sulawesi Tenggara,2635461
2022-04-30,1,0,0,Sulawesi Selatan,9426885
2022-04-30,1,0,0,Sulawesi Barat,1559984
2022-04-30,1,2,0,Sumatera Selatan,8217551
2022-05-01,1,0,0,Gorontalo,1180651
2022-05-01,1,1,0,Jambi,3493357
2022-05-01,1,0,0,Kalimantan Barat,5422814
2022-05-01,1,0,0,Kalimantan Utara,648407
2022-05-01,1,3,0,Lampung,9095591
2022-05-01,1,0,0,Nusa Tenggara Barat,5270247
2022-05-01,1,8,0,Sulawesi Tengah,2955567
2022-05-01,1,3,1,Kalimantan Selatan,4023049
2022-05-01,1,1,1,Sumatera Barat,5519245
2022-05-02,1,1,0,Jambi,3493357
2022-05-02,1,0,0,Lampung,9095591
2022-05-02,1,3,0,Riau,6074100
2022-05-02,1,2,0,Sulawesi Selatan,9426885
2022-05-02,1,0,0,Sulawesi Tengah,2955567
2022-05-02,1,13,0,Sumatera Utara,14874889
2022-05-03,1,2,0,Papua Barat,1140701
2022-05-03,1,0,0,Sulawesi Utara,2641884
2022-05-03,1,1,2,Riau,6074100
2022-05-04,1,0,0,Kalimantan Barat,5422814
2022-05-04,1,3,0,Kalimantan Timur,3552191
2022-05-04,1,0,0,Kepulauan Riau,1929400
2022-05-04,1,6,0,Riau,6074100
2022-05-04,1,1,0,Sumatera Selatan,8217551
2022-05-05,1,24,0,Kalimantan Barat,5422814
2022-05-05,1,2,0,Kalimantan Selatan,4023049
2022-05-05,1,0,0,Maluku,1847097
2022-05-05,1,0,0,Sulawesi Tenggara,2635461
2022-05-05,1,0,0,Sulawesi Tengah,2955567
